varname,groupname,is_derived,adjfactor_type,delay_0,dimensions,value_type,coverage,update_frequency,empty_value,lower_bound,upper_bound,units,data_types,author,birthday,num_comments,description
fred_IPMANSICS,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,99.63,103.25,Dimensionless,Macro,syuan,20200316.0,0,Industrial Production: Manufacturing (SIC).
fred_IPMAT,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,102.6,106.9,Dimensionless,Macro,syuan,20200316.0,0,Industrial Production: Materials.
fred_IPMINE,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,110.48,118.46,Dimensionless,Macro,syuan,20200316.0,0,Industrial Production: Mining.
fred_IPN2121S,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,72.4,82.9,Dimensionless,Macro,syuan,20200316.0,0,"Industrial Production: Mining: Coal mining. The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.  NAICS = 2121  Source Code: IP.N2121.S"
fred_IPN213111N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,105.86,147.44,Dimensionless,Macro,syuan,20200316.0,0,"Industrial Production: Mining: Drilling oil and gas wells. The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.  NAICS = 213111  Source Code: IP.N213111.N"
fred_IPN31152N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,80.89,115.34,Dimensionless,Macro,syuan,20200316.0,0,"Industrial Production: Nondurable Goods: Ice cream and frozen dessert. The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.  NAICS = 31152  Source Code: IP.N31152.N"
fred_IPN3311A2RN,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,85.66,97.28,Dimensionless,Macro,syuan,20200316.0,0,"Industrial Production: Durable Goods: Raw steel. The industrial production (IP) index measures the real output of all relevant establishments located in the United States, regardless of their ownership, but not those located in U.S. territories.  NAICS = 3311,2pt.  Source Code: IP.N3311A2R.N"
fred_IPNCONGD,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,101.34,103.2,Dimensionless,Macro,syuan,20200316.0,0,Industrial Production: Nondurable Consumer Goods.
fred_IPNMAN,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,98.82,102.32,Dimensionless,Macro,syuan,20200316.0,0,Industrial Production: Nondurable Manufacturing (NAICS).
fred_IPUTIL,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,98.73,110.2,Dimensionless,Macro,syuan,20200316.0,0,Industrial Production: Electric and Gas Utilities.
fred_IQ,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,151.4,166.2,Dimensionless,Macro,syuan,20200316.0,0,"Export Price Index (End Use): All commodities. For more information, please see the Import/Export Price Indexes web site at http://www.bls.gov/mxp"
fred_IQ12430,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,149.1,158.3,Dimensionless,Macro,syuan,20200316.0,0,"Export Price Index (End Use): Linerboard, newsprint, and other paper/paperboard. For more information, please see the Import/Export Price Indexes web site at http://www.bls.gov/mxp"
fred_IQ13100,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,101.4,145.6,Dimensionless,Macro,syuan,20200316.0,0,"Export Price Index (End Use): Logs, lumber, plywood and veneers. For more information, please see the Import/Export Price Indexes web site at http://www.bls.gov/mxp"
fred_IQAG,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,245.1,264.7,Dimensionless,Macro,syuan,20200316.0,0,"Export Price Index (End Use): Agricultural commodities. For more information, please see the Import/Export Price Indexes web site at http://www.bls.gov/mxp"
fred_IR,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,141.1,148.5,Dimensionless,Macro,syuan,20200316.0,0,"Import Price Index (End Use): All commodities. For more information, please see the Import/Export Price Indexes web site at http://www.bls.gov/mxp"
fred_IR000,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,277.7,305.5,Dimensionless,Macro,syuan,20200316.0,0,"Import Price Index (End Use): Green coffee, cocoa beans, sugar. For more information, please see the Import/Export Price Indexes web site at http://www.bls.gov/mxp"
fred_IR141,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,303.9,349.5,Dimensionless,Macro,syuan,20200316.0,0,"Import Price Index (End Use): Iron and steel mill products. For more information, please see the Import/Export Price Indexes web site at http://www.bls.gov/mxp"
fred_IR14200,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,206.5,269.4,Dimensionless,Macro,syuan,20200316.0,0,"Import Price Index (End Use): Bauxite, alumina, aluminum, and products thereof. For more information, please see the Import/Export Price Indexes web site at http://www.bls.gov/mxp"
fred_IR3TCD01USM156N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,0.38,4.74,Dimensionless,Macro,syuan,20200316.0,0,"3-Month or 90-day Rates and Yields: Certificates of Deposit for the United States. OECD descriptor ID: IR3TCD01 OECD unit ID: ST OECD country ID: USA  All OECD data should be cited as follows: OECD, Main Economic Indicators - complete database, Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission."
fred_IR3TED01USM156N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,0.16,0.16,Dimensionless,Macro,syuan,20200316.0,0,"3-Month or 90-day Rates and Yields: Eurodollar Deposits for the United States. OECD descriptor ID: IR3TED01 OECD unit ID: ST OECD country ID: USA  All OECD data should be cited as follows: OECD, Main Economic Indicators - complete database, Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission."
fred_IR3TIB01USM156N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,0.38,4.74,Dimensionless,Macro,syuan,20200316.0,0,"3-Month or 90-day Rates and Yields: Interbank Rates for the United States. OECD descriptor ID: IR3TIB01 OECD unit ID: ST OECD country ID: USA  All OECD data should be cited as follows: OECD, Main Economic Indicators - complete database, Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission."
fred_IRA,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,924.6,1063.2,Dimensionless,Macro,syuan,20200316.0,0,IRA and Keogh Accounts - Total.
fred_IREXPET,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,123.8,126.8,Dimensionless,Macro,syuan,20200316.0,0,"Import Price Index (End Use): All imports excluding petroleum. For more information, please see the Import/Export Price Indexes web site at http://www.bls.gov/mxp"
fred_IRSTCB01CAM156N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,0.5,4.75,Dimensionless,Macro,syuan,20200316.0,0,"Immediate Rates: Less than 24 Hours: Central Bank Rates for Canada. OECD descriptor ID: IRSTCB01 OECD unit ID: ST OECD country ID: CAN  All OECD data should be cited as follows: OECD, Main Economic Indicators - complete database, Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission."
fred_IRSTCB01CNM156N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,2.9,2.9,Dimensionless,Macro,syuan,20200316.0,0,"Immediate Rates: Less than 24 Hours: Central Bank Rates for China. OECD descriptor ID: IRSTCB01 OECD unit ID: ST OECD country ID: CHN  All OECD data should be cited as follows: OECD, Main Economic Indicators - complete database, Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission."
fred_IRSTCB01INM156N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,4.25,6.5,Dimensionless,Macro,syuan,20200316.0,0,"Immediate Rates: Less than 24 Hours: Central Bank Rates for India. OECD descriptor ID: IRSTCB01 OECD unit ID: ST OECD country ID: IND  All OECD data should be cited as follows: OECD, Main Economic Indicators - complete database, Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission."
fred_IRSTCB01JPM156N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,0.3,0.3,Dimensionless,Macro,syuan,20200316.0,0,"Immediate Rates: Less than 24 Hours: Central Bank Rates for Japan. OECD descriptor ID: IRSTCB01 OECD unit ID: ST OECD country ID: JPN  All OECD data should be cited as follows: OECD, Main Economic Indicators - complete database, Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission."
fred_IRSTCI01BRM156N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,10.64,13.75,Dimensionless,Macro,syuan,20200316.0,0,"Immediate Rates: Less than 24 Hours: Call Money/Interbank Rate for Brazil. OECD descriptor ID: IRSTCI01 OECD unit ID: ST OECD country ID: BRA  All OECD data should be cited as follows: OECD, Main Economic Indicators - complete database, Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission."
fred_IRSTCI01CNM156N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,2.9,2.9,Dimensionless,Macro,syuan,20200316.0,0,"Immediate Rates: Less than 24 Hours: Call Money/Interbank Rate for China. OECD descriptor ID: IRSTCI01 OECD unit ID: ST OECD country ID: CHN  All OECD data should be cited as follows: OECD, Main Economic Indicators - complete database, Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission."
fred_IRSTCI01DEM156N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,-0.58,2.2,Dimensionless,Macro,syuan,20200316.0,0,"Immediate Rates: Less than 24 Hours: Call Money/Interbank Rate for Germany. OECD descriptor ID: IRSTCI01 OECD unit ID: ST OECD country ID: DEU  All OECD data should be cited as follows: OECD, Main Economic Indicators - complete database, Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission."
fred_IRSTCI01EZM156N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,-0.58,2.2,Dimensionless,Macro,syuan,20200316.0,0,"Immediate Rates: Less than 24 Hours: Call Money/Interbank Rate for the Euro Area. OECD descriptor ID: IRSTCI01 OECD unit ID: ST OECD country ID: EA17  All OECD data should be cited as follows: OECD, Main Economic Indicators - complete database, Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission."
fred_IRSTCI01INM156N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,4.25,6.5,Dimensionless,Macro,syuan,20200316.0,0,"Immediate Rates: Less than 24 Hours: Call Money/Interbank Rate for India. OECD descriptor ID: IRSTCI01 OECD unit ID: ST OECD country ID: IND  All OECD data should be cited as follows: OECD, Main Economic Indicators - complete database, Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission."
fred_IRSTCI01JPM156N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,-0.07,-0.01,Dimensionless,Macro,syuan,20200316.0,0,"Immediate Rates: Less than 24 Hours: Call Money/Interbank Rate for Japan. OECD descriptor ID: IRSTCI01 OECD unit ID: ST OECD country ID: JPN  All OECD data should be cited as follows: OECD, Main Economic Indicators - complete database, Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission."
fred_IRSTCI01TRM156N,GROUP_fred_monthly_etf,0,,0,1D,single,,1.0,,7.5,12.5,Dimensionless,Macro,syuan,20200316.0,0,"Immediate Rates: Less than 24 Hours: Call Money/Interbank Rate for Turkey. OECD descriptor ID: IRSTCI01 OECD unit ID: ST OECD country ID: TUR  All OECD data should be cited as follows: OECD, Main Economic Indicators - complete database, Main Economic Indicators (database),http://dx.doi.org/10.1787/data-00052-en (Accessed on date) Copyright, 2016, OECD. Reprinted with permission."
